t_home,t_away,t_win,t_loss,gameUID,date
NOK,POR,NOK,POR,52f2e073861b7c6c1310f2d5,2007-01-29
UTA,NJN,NJN,UTA,52f2e074861b7c6c1310f2d6,2007-01-29
CLE,GSW,CLE,GSW,52f2e074861b7c6c1310f2d7,2007-01-30
DAL,SEA,DAL,SEA,52f2e075861b7c6c1310f2d8,2007-01-30
IND,BOS,IND,BOS,52f2e075861b7c6c1310f2d9,2007-01-30
MIA,MIL,MIA,MIL,52f2e076861b7c6c1310f2da,2007-01-30
NYK,LAL,NYK,LAL,52f2e076861b7c6c1310f2db,2007-01-30
WAS,DET,WAS,DET,52f2e077861b7c6c1310f2dc,2007-01-30
ATL,GSW,ATL,GSW,52f2e078861b7c6c1310f2dd,2007-01-31
BOS,LAL,LAL,BOS,52f2e078861b7c6c1310f2de,2007-01-31
CHA,NYK,CHA,NYK,52f2e079861b7c6c1310f2df,2007-01-31
HOU,SEA,HOU,SEA,52f2e079861b7c6c1310f2e0,2007-01-31
LAC,CHI,LAC,CHI,52f2e07a861b7c6c1310f2e1,2007-01-31
MEM,DAL,DAL,MEM,52f2e07a861b7c6c1310f2e2,2007-01-31
MIN,SAC,SAC,MIN,52f2e07b861b7c6c1310f2e3,2007-01-31
NJN,DET,DET,NJN,52f2e07c861b7c6c1310f2e4,2007-01-31
NOK,PHI,PHI,NOK,52f2e07c861b7c6c1310f2e5,2007-01-31
ORL,MIL,ORL,MIL,52f2e07d861b7c6c1310f2e6,2007-01-31
POR,DEN,POR,DEN,52f2e07d861b7c6c1310f2e7,2007-01-31
TOR,WAS,TOR,WAS,52f2e07e861b7c6c1310f2e8,2007-01-31
UTA,SAS,UTA,SAS,52f2e07f861b7c6c1310f2e9,2007-01-31
MIA,CLE,MIA,CLE,52f2e07f861b7c6c1310f2ea,2007-02-01
PHO,SAS,PHO,SAS,52f2e080861b7c6c1310f2eb,2007-02-01
ATL,TOR,TOR,ATL,52f2e080861b7c6c1310f2ec,2007-02-02
BOS,LAC,LAC,BOS,52f2e081861b7c6c1310f2ed,2007-02-02
CLE,CHA,CLE,CHA,52f2e081861b7c6c1310f2ee,2007-02-02
DEN,POR,DEN,POR,52f2e082861b7c6c1310f2ef,2007-02-02
DET,MIL,DET,MIL,52f2e082861b7c6c1310f2f0,2007-02-02
IND,LAL,IND,LAL,52f2e083861b7c6c1310f2f1,2007-02-02
NOK,MIN,NOK,MIN,52f2e084861b7c6c1310f2f2,2007-02-02
ORL,NJN,ORL,NJN,52f2e084861b7c6c1310f2f3,2007-02-02
PHI,GSW,GSW,PHI,52f2e085861b7c6c1310f2f4,2007-02-02
SEA,CHI,CHI,SEA,52f2e085861b7c6c1310f2f5,2007-02-02
CHA,GSW,CHA,GSW,52f2e086861b7c6c1310f2f6,2007-02-03
DAL,MIN,DAL,MIN,52f2e086861b7c6c1310f2f7,2007-02-03
HOU,NOK,NOK,HOU,52f2e087861b7c6c1310f2f8,2007-02-03
MEM,IND,IND,MEM,52f2e088861b7c6c1310f2f9,2007-02-03
MIL,MIA,MIA,MIL,52f2e088861b7c6c1310f2fa,2007-02-03
ORL,NYK,NYK,ORL,52f2e089861b7c6c1310f2fb,2007-02-03
PHO,UTA,UTA,PHO,52f2e089861b7c6c1310f2fc,2007-02-03
POR,CHI,CHI,POR,52f2e08a861b7c6c1310f2fd,2007-02-03
SAC,DEN,SAC,DEN,52f2e08a861b7c6c1310f2fe,2007-02-03
WAS,LAL,LAL,WAS,52f2e08b861b7c6c1310f2ff,2007-02-03
CLE,DET,DET,CLE,52f2e08c861b7c6c1310f300,2007-02-04
NJN,ATL,ATL,NJN,52f2e08c861b7c6c1310f301,2007-02-04
TOR,LAC,TOR,LAC,52f2e08d861b7c6c1310f302,2007-02-04
ATL,LAL,LAL,ATL,52f2e08d861b7c6c1310f303,2007-02-05
DEN,PHO,PHO,DEN,52f2e08e861b7c6c1310f304,2007-02-05
HOU,MIN,HOU,MIN,52f2e08e861b7c6c1310f305,2007-02-05
IND,GSW,GSW,IND,52f2e08f861b7c6c1310f306,2007-02-05
MIA,CHA,MIA,CHA,52f2e08f861b7c6c1310f307,2007-02-05
PHI,NJN,PHI,NJN,52f2e090861b7c6c1310f308,2007-02-05
SAC,NOK,SAC,NOK,52f2e091861b7c6c1310f309,2007-02-05
UTA,CHI,UTA,CHI,52f2e091861b7c6c1310f30a,2007-02-05
WAS,SEA,WAS,SEA,52f2e092861b7c6c1310f30b,2007-02-05
DET,BOS,DET,BOS,52f2e092861b7c6c1310f30c,2007-02-06
MEM,HOU,HOU,MEM,52f2e093861b7c6c1310f30d,2007-02-06
MIL,ORL,MIL,ORL,52f2e093861b7c6c1310f30e,2007-02-06
NYK,LAC,NYK,LAC,52f2e094861b7c6c1310f30f,2007-02-06
POR,PHO,PHO,POR,52f2e095861b7c6c1310f310,2007-02-06
ATL,NJN,NJN,ATL,52f2e095861b7c6c1310f311,2007-02-07
BOS,MIA,MIA,BOS,52f2e096861b7c6c1310f312,2007-02-07
CLE,LAC,CLE,LAC,52f2e096861b7c6c1310f313,2007-02-07
DAL,MEM,DAL,MEM,52f2e097861b7c6c1310f314,2007-02-07
DEN,NOK,NOK,DEN,52f2e098861b7c6c1310f315,2007-02-07
IND,SEA,SEA,IND,52f2e098861b7c6c1310f316,2007-02-07
MIN,GSW,MIN,GSW,52f2e099861b7c6c1310f317,2007-02-07
PHI,CHA,PHI,CHA,52f2e099861b7c6c1310f318,2007-02-07
TOR,ORL,TOR,ORL,52f2e09a861b7c6c1310f319,2007-02-07
WAS,SAS,SAS,WAS,52f2e09a861b7c6c1310f31a,2007-02-07
DET,LAL,DET,LAL,52f2e09b861b7c6c1310f31b,2007-02-08
NOK,MIL,NOK,MIL,52f2e09c861b7c6c1310f31c,2007-02-08
SAC,CHI,SAC,CHI,52f2e09c861b7c6c1310f31d,2007-02-08
BOS,NJN,NJN,BOS,52f2e09d861b7c6c1310f31e,2007-02-09
CHA,POR,POR,CHA,52f2e09d861b7c6c1310f31f,2007-02-09
CLE,MIA,CLE,MIA,52f2e09e861b7c6c1310f320,2007-02-09
DAL,HOU,DAL,HOU,52f2e09f861b7c6c1310f321,2007-02-09
GSW,CHI,GSW,CHI,52f2e09f861b7c6c1310f322,2007-02-09
IND,DEN,DEN,IND,52f2e0a0861b7c6c1310f323,2007-02-09
MEM,MIN,MEM,MIN,52f2e0a0861b7c6c1310f324,2007-02-09
ORL,SAS,ORL,SAS,52f2e0a1861b7c6c1310f325,2007-02-09
PHI,LAC,LAC,PHI,52f2e0a1861b7c6c1310f326,2007-02-09
PHO,ATL,ATL,PHO,52f2e0a2861b7c6c1310f327,2007-02-09
TOR,LAL,TOR,LAL,52f2e0a2861b7c6c1310f328,2007-02-09
DET,TOR,DET,TOR,52f2e0a3861b7c6c1310f329,2007-02-10
HOU,CHA,HOU,CHA,52f2e0a4861b7c6c1310f32a,2007-02-10
MIL,DEN,DEN,MIL,52f2e0a4861b7c6c1310f32b,2007-02-10
NJN,ORL,NJN,ORL,52f2e0a5861b7c6c1310f32c,2007-02-10
NOK,MEM,NOK,MEM,52f2e0a5861b7c6c1310f32d,2007-02-10
SEA,SAC,SAC,SEA,52f2e0a6861b7c6c1310f32e,2007-02-10
UTA,NYK,UTA,NYK,52f2e0a7861b7c6c1310f32f,2007-02-10
CLE,LAL,CLE,LAL,52f2e0a7861b7c6c1310f330,2007-02-11
GSW,ATL,ATL,GSW,52f2e0a8861b7c6c1310f331,2007-02-11
IND,LAC,IND,LAC,52f2e0a8861b7c6c1310f332,2007-02-11
MIA,SAS,MIA,SAS,52f2e0a9861b7c6c1310f333,2007-02-11
MIN,BOS,MIN,BOS,52f2e0a9861b7c6c1310f334,2007-02-11
PHI,DAL,DAL,PHI,52f2e0aa861b7c6c1310f335,2007-02-11
PHO,CHI,CHI,PHO,52f2e0aa861b7c6c1310f336,2007-02-11
SAC,SEA,SEA,SAC,52f2e0ab861b7c6c1310f337,2007-02-11
WAS,POR,POR,WAS,52f2e0ac861b7c6c1310f338,2007-02-11
DEN,GSW,DEN,GSW,52f2e0ac861b7c6c1310f339,2007-02-12
DET,LAC,DET,LAC,52f2e0ad861b7c6c1310f33a,2007-02-12
UTA,ATL,UTA,ATL,52f2e0ad861b7c6c1310f33b,2007-02-12
CHI,TOR,TOR,CHI,52f2e0ae861b7c6c1310f33c,2007-02-13
HOU,SAC,HOU,SAC,52f2e0ae861b7c6c1310f33d,2007-02-13
LAL,NYK,NYK,LAL,52f2e0af861b7c6c1310f33e,2007-02-13
MEM,NOK,MEM,NOK,52f2e0b0861b7c6c1310f33f,2007-02-13
MIA,POR,MIA,POR,52f2e0b0861b7c6c1310f340,2007-02-13
MIL,DAL,DAL,MIL,52f2e0b1861b7c6c1310f341,2007-02-13
NJN,SAS,SAS,NJN,52f2e0b1861b7c6c1310f342,2007-02-13
BOS,MIL,BOS,MIL,52f2e0b2861b7c6c1310f343,2007-02-14
CHA,CHI,CHA,CHI,52f2e0b3861b7c6c1310f344,2007-02-14
DET,SAS,SAS,DET,52f2e0b3861b7c6c1310f345,2007-02-14
GSW,NYK,GSW,NYK,52f2e0b4861b7c6c1310f346,2007-02-14
IND,MEM,IND,MEM,52f2e0b4861b7c6c1310f347,2007-02-14
LAC,ATL,ATL,LAC,52f2e0b5861b7c6c1310f348,2007-02-14
MIN,DEN,MIN,DEN,52f2e0b5861b7c6c1310f349,2007-02-14
NOK,SAC,NOK,SAC,52f2e0b6861b7c6c1310f34a,2007-02-14
ORL,POR,ORL,POR,52f2e0b7861b7c6c1310f34b,2007-02-14
PHI,WAS,WAS,PHI,52f2e0b7861b7c6c1310f34c,2007-02-14
SEA,PHO,SEA,PHO,52f2e0b8861b7c6c1310f34d,2007-02-14
TOR,NJN,TOR,NJN,52f2e0b8861b7c6c1310f34e,2007-02-14
UTA,CLE,UTA,CLE,52f2e0b9861b7c6c1310f34f,2007-02-14
HOU,DAL,DAL,HOU,52f2e0b9861b7c6c1310f350,2007-02-15
LAL,CLE,CLE,LAL,52f2e0ba861b7c6c1310f351,2007-02-15
CHA,NOK,CHA,NOK,52f2e0bb861b7c6c1310f352,2007-02-20
CHI,ATL,CHI,ATL,52f2e0bb861b7c6c1310f353,2007-02-20
LAC,PHO,PHO,LAC,52f2e0bc861b7c6c1310f354,2007-02-20
MIL,DET,DET,MIL,52f2e0bc861b7c6c1310f355,2007-02-20
NYK,ORL,NYK,ORL,52f2e0bd861b7c6c1310f356,2007-02-20
POR,UTA,POR,UTA,52f2e0bd861b7c6c1310f357,2007-02-20
SAC,BOS,SAC,BOS,52f2e0be861b7c6c1310f358,2007-02-20
SAS,DEN,SAS,DEN,52f2e0bf861b7c6c1310f359,2007-02-20
SEA,MEM,SEA,MEM,52f2e0c0861b7c6c1310f35a,2007-02-20
WAS,MIN,WAS,MIN,52f2e0c1861b7c6c1310f35b,2007-02-20
ATL,SAS,SAS,ATL,52f2e0c1861b7c6c1310f35c,2007-02-21
DET,ORL,DET,ORL,52f2e0c2861b7c6c1310f35d,2007-02-21
GSW,MEM,GSW,MEM,52f2e0c3861b7c6c1310f35e,2007-02-21
HOU,MIA,HOU,MIA,52f2e0c3861b7c6c1310f35f,2007-02-21
IND,MIL,IND,MIL,52f2e0c4861b7c6c1310f360,2007-02-21
LAL,POR,POR,LAL,52f2e0c4861b7c6c1310f361,2007-02-21
MIN,CHA,CHA,MIN,52f2e0c5861b7c6c1310f362,2007-02-21
NJN,NOK,NOK,NJN,52f2e0c5861b7c6c1310f363,2007-02-21
PHI,NYK,PHI,NYK,52f2e0c6861b7c6c1310f364,2007-02-21
PHO,BOS,PHO,BOS,52f2e0c7861b7c6c1310f365,2007-02-21
TOR,CLE,CLE,TOR,52f2e0c7861b7c6c1310f366,2007-02-21
CLE,CHI,CHI,CLE,52f2e0c8861b7c6c1310f367,2007-02-22
DAL,MIA,DAL,MIA,52f2e0c8861b7c6c1310f368,2007-02-22
WAS,SAC,WAS,SAC,52f2e0c9861b7c6c1310f369,2007-02-22
ATL,HOU,ATL,HOU,52f2e0c9861b7c6c1310f36a,2007-02-23
CHA,PHI,CHA,PHI,52f2e0ca861b7c6c1310f36b,2007-02-23
CHI,WAS,CHI,WAS,52f2e0cb861b7c6c1310f36c,2007-02-23
DEN,UTA,UTA,DEN,52f2e0cb861b7c6c1310f36d,2007-02-23
LAL,BOS,LAL,BOS,52f2e0cc861b7c6c1310f36e,2007-02-23
MIN,PHO,PHO,MIN,52f2e0cc861b7c6c1310f36f,2007-02-23
NJN,SAC,NJN,SAC,52f2e0cd861b7c6c1310f370,2007-02-23
NOK,SEA,NOK,SEA,52f2e0ce861b7c6c1310f371,2007-02-23
NYK,MIL,NYK,MIL,52f2e0cf861b7c6c1310f372,2007-02-23
ORL,DET,DET,ORL,52f2e0cf861b7c6c1310f373,2007-02-23
POR,MEM,MEM,POR,52f2e0d0861b7c6c1310f374,2007-02-23
TOR,IND,TOR,IND,52f2e0d0861b7c6c1310f375,2007-02-23
CHA,TOR,TOR,CHA,52f2e0d1861b7c6c1310f376,2007-02-24
DAL,DEN,DAL,DEN,52f2e0d2861b7c6c1310f377,2007-02-24
LAC,GSW,LAC,GSW,52f2e0d2861b7c6c1310f378,2007-02-24
MIL,PHI,MIL,PHI,52f2e0d3861b7c6c1310f379,2007-02-24
SAS,SEA,SAS,SEA,52f2e0d3861b7c6c1310f37a,2007-02-24
UTA,BOS,UTA,BOS,52f2e0d4861b7c6c1310f37b,2007-02-24
ATL,PHO,PHO,ATL,52f2e0d4861b7c6c1310f37c,2007-02-25
DET,CHI,DET,CHI,52f2e0d5861b7c6c1310f37d,2007-02-25
GSW,LAL,LAL,GSW,52f2e0d6861b7c6c1310f37e,2007-02-25
IND,SAC,SAC,IND,52f2e0d6861b7c6c1310f37f,2007-02-25
MIA,CLE,MIA,CLE,52f2e0d7861b7c6c1310f380,2007-02-25
MIN,WAS,MIN,WAS,52f2e0d7861b7c6c1310f381,2007-02-25
NJN,NYK,NJN,NYK,52f2e0d8861b7c6c1310f382,2007-02-25
ORL,HOU,HOU,ORL,52f2e0d8861b7c6c1310f383,2007-02-25
CHI,ORL,ORL,CHI,52f2e0d9861b7c6c1310f384,2007-02-26
DAL,ATL,DAL,ATL,52f2e0da861b7c6c1310f385,2007-02-26
HOU,BOS,BOS,HOU,52f2e0da861b7c6c1310f386,2007-02-26
LAC,CHA,LAC,CHA,52f2e0db861b7c6c1310f387,2007-02-26
MEM,DEN,DEN,MEM,52f2e0db861b7c6c1310f388,2007-02-26
NYK,MIA,NYK,MIA,52f2e0dc861b7c6c1310f389,2007-02-26
PHI,SAC,PHI,SAC,52f2e0dd861b7c6c1310f38a,2007-02-26
PHI,CLE,CLE,PHI,52f2e1a0861b7c6c1310f4fb,2007-04-17
PHO,LAC,LAC,PHO,52f2e1a1861b7c6c1310f4fc,2007-04-17
WAS,ORL,ORL,WAS,52f2e1a1861b7c6c1310f4fd,2007-04-17
BOS,DET,DET,BOS,52f2e1a2861b7c6c1310f4fe,2007-04-18
CHA,NYK,NYK,CHA,52f2e1a2861b7c6c1310f4ff,2007-04-18
CLE,MIL,CLE,MIL,52f2e1a3861b7c6c1310f500,2007-04-18
IND,WAS,WAS,IND,52f2e1a3861b7c6c1310f501,2007-04-18
LAC,NOK,NOK,LAC,52f2e1a4861b7c6c1310f502,2007-04-18
MIN,MEM,MEM,MIN,52f2e1a4861b7c6c1310f503,2007-04-18
NJN,CHI,NJN,CHI,52f2e1a5861b7c6c1310f504,2007-04-18
ORL,MIA,ORL,MIA,52f2e1a5861b7c6c1310f505,2007-04-18
POR,GSW,GSW,POR,52f2e1a6861b7c6c1310f506,2007-04-18
SAC,LAL,LAL,SAC,52f2e1a6861b7c6c1310f507,2007-04-18
SAS,DEN,DEN,SAS,52f2e1a7861b7c6c1310f508,2007-04-18
SEA,DAL,DAL,SEA,52f2e1a7861b7c6c1310f509,2007-04-18
TOR,PHI,PHI,TOR,52f2e1a8861b7c6c1310f50a,2007-04-18
UTA,HOU,UTA,HOU,52f2e1a8861b7c6c1310f50b,2007-04-18
GSW,UTA,UTA,GSW,52f2e1ab861b7c6c1310f50c,2007-10-30
LAL,HOU,HOU,LAL,52f2e1ab861b7c6c1310f50d,2007-10-30
SAS,POR,SAS,POR,52f2e1ac861b7c6c1310f50e,2007-10-30
CLE,DAL,DAL,CLE,52f2e1ac861b7c6c1310f50f,2007-10-31
DEN,SEA,DEN,SEA,52f2e1ad861b7c6c1310f510,2007-10-31
IND,WAS,IND,WAS,52f2e1ad861b7c6c1310f511,2007-10-31
MEM,SAS,SAS,MEM,52f2e1ae861b7c6c1310f512,2007-10-31
NJN,CHI,NJN,CHI,52f2e1ae861b7c6c1310f513,2007-10-31
NOH,SAC,NOH,SAC,52f2e1af861b7c6c1310f514,2007-10-31
ORL,MIL,ORL,MIL,52f2e1af861b7c6c1310f515,2007-10-31
TOR,PHI,TOR,PHI,52f2e1af861b7c6c1310f516,2007-10-31
MIA,DET,DET,MIA,52f2e1b0861b7c6c1310f517,2007-11-01
SEA,PHO,PHO,SEA,52f2e1b0861b7c6c1310f518,2007-11-01
UTA,HOU,HOU,UTA,52f2e1b1861b7c6c1310f519,2007-11-01
ATL,DAL,ATL,DAL,52f2e1b1861b7c6c1310f51a,2007-11-02
BOS,WAS,BOS,WAS,52f2e1b2861b7c6c1310f51b,2007-11-02
CHA,MIL,CHA,MIL,52f2e1b2861b7c6c1310f51c,2007-11-02
CHI,PHI,PHI,CHI,52f2e1b3861b7c6c1310f51d,2007-11-02
CLE,NYK,CLE,NYK,52f2e1b3861b7c6c1310f51e,2007-11-02
IND,MIA,IND,MIA,52f2e1b4861b7c6c1310f51f,2007-11-02
LAC,GSW,LAC,GSW,52f2e1b4861b7c6c1310f520,2007-11-02
MIN,DEN,DEN,MIN,52f2e1b5861b7c6c1310f521,2007-11-02
NJN,TOR,TOR,NJN,52f2e1b5861b7c6c1310f522,2007-11-02
NOH,POR,NOH,POR,52f2e1b6861b7c6c1310f523,2007-11-02
ORL,DET,DET,ORL,52f2e1b6861b7c6c1310f524,2007-11-02
PHO,LAL,LAL,PHO,52f2e1b7861b7c6c1310f525,2007-11-02
SAS,SAC,SAS,SAC,52f2e1b7861b7c6c1310f526,2007-11-02
DAL,SAC,DAL,SAC,52f2e1b8861b7c6c1310f527,2007-11-03
HOU,POR,HOU,POR,52f2e1b8861b7c6c1310f528,2007-11-03
MEM,IND,IND,MEM,52f2e1b9861b7c6c1310f529,2007-11-03
MIL,CHI,MIL,CHI,52f2e1b9861b7c6c1310f52a,2007-11-03
PHI,NJN,NJN,PHI,52f2e1ba861b7c6c1310f52b,2007-11-03
UTA,GSW,UTA,GSW,52f2e1ba861b7c6c1310f52c,2007-11-03
WAS,ORL,ORL,WAS,52f2e1bb861b7c6c1310f52d,2007-11-03
DEN,NOH,NOH,DEN,52f2e1bb861b7c6c1310f52e,2007-11-04
DET,ATL,DET,ATL,52f2e1bb861b7c6c1310f52f,2007-11-04
LAC,SEA,LAC,SEA,52f2e1bc861b7c6c1310f530,2007-11-04
LAL,UTA,LAL,UTA,52f2e1bd861b7c6c1310f531,2007-11-04
MIA,CHA,CHA,MIA,52f2e1bd861b7c6c1310f532,2007-11-04
NYK,MIN,NYK,MIN,52f2e1bd861b7c6c1310f533,2007-11-04
PHO,CLE,PHO,CLE,52f2e1be861b7c6c1310f534,2007-11-04
TOR,BOS,BOS,TOR,52f2e1be861b7c6c1310f535,2007-11-04
DAL,HOU,DAL,HOU,52f2e1bf861b7c6c1310f536,2007-11-05
CHA,PHO,PHO,CHA,52f2e1bf861b7c6c1310f537,2007-11-06
CHI,LAC,LAC,CHI,52f2e1c0861b7c6c1310f538,2007-11-06
GSW,CLE,CLE,GSW,52f2e1c0861b7c6c1310f539,2007-11-06
HOU,SAS,HOU,SAS,52f2e1c1861b7c6c1310f53a,2007-11-06
LAL,NOH,NOH,LAL,52f2e1c1861b7c6c1310f53b,2007-11-06
MIL,TOR,MIL,TOR,52f2e1c2861b7c6c1310f53c,2007-11-06
MIN,ORL,ORL,MIN,52f2e1c2861b7c6c1310f53d,2007-11-06
NJN,ATL,NJN,ATL,52f2e1c3861b7c6c1310f53e,2007-11-06
NYK,DEN,NYK,DEN,52f2e1c3861b7c6c1310f53f,2007-11-06
SAC,SEA,SAC,SEA,52f2e1c4861b7c6c1310f540,2007-11-06
ATL,PHO,ATL,PHO,52f2e1c4861b7c6c1310f541,2007-11-07
BOS,DEN,BOS,DEN,52f2e1c4861b7c6c1310f542,2007-11-07
IND,LAC,LAC,IND,52f2e1c5861b7c6c1310f543,2007-11-07
PHI,CHA,PHI,CHA,52f2e1c5861b7c6c1310f544,2007-11-07
POR,NOH,POR,NOH,52f2e1c6861b7c6c1310f545,2007-11-07
SAS,MIA,SAS,MIA,52f2e1c6861b7c6c1310f546,2007-11-07
SEA,MEM,MEM,SEA,52f2e1c7861b7c6c1310f547,2007-11-07
TOR,ORL,ORL,TOR,52f2e1c7861b7c6c1310f548,2007-11-07
UTA,CLE,UTA,CLE,52f2e1c8861b7c6c1310f549,2007-11-07
CHI,DET,CHI,DET,52f2e1c9861b7c6c1310f54a,2007-11-08
GSW,DAL,DAL,GSW,52f2e1c9861b7c6c1310f54b,2007-11-08
NJN,WAS,NJN,WAS,52f2e1ca861b7c6c1310f54c,2007-11-08
BOS,ATL,BOS,ATL,52f2e1ca861b7c6c1310f54d,2007-11-09
CHA,IND,CHA,IND,52f2e1cb861b7c6c1310f54e,2007-11-09
DET,LAC,DET,LAC,52f2e1cb861b7c6c1310f54f,2007-11-09
HOU,MIL,HOU,MIL,52f2e1cc861b7c6c1310f550,2007-11-09
LAL,MIN,LAL,MIN,52f2e1cc861b7c6c1310f551,2007-11-09
MIA,PHO,PHO,MIA,52f2e1cd861b7c6c1310f552,2007-11-09
NOH,SAS,SAS,NOH,52f2e1cd861b7c6c1310f553,2007-11-09
NYK,ORL,ORL,NYK,52f2e1cd861b7c6c1310f554,2007-11-09
PHI,TOR,TOR,PHI,52f2e1ce861b7c6c1310f555,2007-11-09
POR,MEM,POR,MEM,52f2e1ce861b7c6c1310f556,2007-11-09
SAC,CLE,CLE,SAC,52f2e1cf861b7c6c1310f557,2007-11-09
SEA,UTA,UTA,SEA,52f2e1cf861b7c6c1310f558,2007-11-09
WAS,DEN,DEN,WAS,52f2e1d0861b7c6c1310f559,2007-11-09
CHI,TOR,TOR,CHI,52f2e1d0861b7c6c1310f55a,2007-11-10
IND,DEN,DEN,IND,52f2e1d1861b7c6c1310f55b,2007-11-10
NJN,BOS,BOS,NJN,52f2e1d1861b7c6c1310f55c,2007-11-10
ORL,PHO,PHO,ORL,52f2e1d2861b7c6c1310f55d,2007-11-10
POR,DAL,POR,DAL,52f2e1d2861b7c6c1310f55e,2007-11-10
SAC,MIN,SAC,MIN,52f2e1d3861b7c6c1310f55f,2007-11-10
UTA,MEM,UTA,MEM,52f2e1d3861b7c6c1310f560,2007-11-10
ATL,WAS,WAS,ATL,52f2e1d4861b7c6c1310f561,2007-11-11
CHA,HOU,HOU,CHA,52f2e1d4861b7c6c1310f562,2007-11-11
LAC,CLE,CLE,LAC,52f2e1d5861b7c6c1310f563,2007-11-11
NYK,MIA,MIA,NYK,52f2e1d5861b7c6c1310f564,2007-11-11
PHI,NOH,NOH,PHI,52f2e1d6861b7c6c1310f565,2007-11-11
SAS,MIL,SAS,MIL,52f2e1d6861b7c6c1310f566,2007-11-11
SEA,DET,DET,SEA,52f2e1d7861b7c6c1310f567,2007-11-11
DEN,CLE,DEN,CLE,52f2e1d7861b7c6c1310f568,2007-11-12
NJN,NOH,NOH,NJN,52f2e1d8861b7c6c1310f569,2007-11-12
UTA,SAC,UTA,SAC,52f2e1d8861b7c6c1310f56a,2007-11-12
CHA,MIA,CHA,MIA,52f2e1d9861b7c6c1310f56b,2007-11-13
DAL,PHI,DAL,PHI,52f2e1d9861b7c6c1310f56c,2007-11-13
IND,BOS,BOS,IND,52f2e1da861b7c6c1310f56d,2007-11-13
MEM,HOU,MEM,HOU,52f2e1da861b7c6c1310f56e,2007-11-13
ORL,SEA,ORL,SEA,52f2e1db861b7c6c1310f56f,2007-11-13
PHO,NYK,PHO,NYK,52f2e1db861b7c6c1310f570,2007-11-13
POR,DET,POR,DET,52f2e1dc861b7c6c1310f571,2007-11-13
SAS,LAL,SAS,LAL,52f2e1dc861b7c6c1310f572,2007-11-13
ATL,CHA,ATL,CHA,52f2e1dd861b7c6c1310f573,2007-11-14
BOS,NJN,BOS,NJN,52f2e1dd861b7c6c1310f574,2007-11-14
CLE,ORL,ORL,CLE,52f2e1de861b7c6c1310f575,2007-11-14
DEN,POR,DEN,POR,52f2e1de861b7c6c1310f576,2007-11-14
GSW,DET,DET,GSW,52f2e1de861b7c6c1310f577,2007-11-14
HOU,LAL,LAL,HOU,52f2e1df861b7c6c1310f578,2007-11-14
LAC,NYK,LAC,NYK,52f2e1df861b7c6c1310f579,2007-11-14
MIA,SEA,SEA,MIA,52f2e1e0861b7c6c1310f57a,2007-11-14
MIL,MEM,MIL,MEM,52f2e1e0861b7c6c1310f57b,2007-11-14
MIN,SAC,MIN,SAC,52f2e1e1861b7c6c1310f57c,2007-11-14
NOH,PHI,NOH,PHI,52f2e1e1861b7c6c1310f57d,2007-11-14
TOR,UTA,UTA,TOR,52f2e1e2861b7c6c1310f57e,2007-11-14
WAS,IND,WAS,IND,52f2e1e2861b7c6c1310f57f,2007-11-14
DAL,SAS,DAL,SAS,52f2e1e3861b7c6c1310f580,2007-11-15
PHO,CHI,PHO,CHI,52f2e1e3861b7c6c1310f581,2007-11-15
ATL,SEA,SEA,ATL,52f2e1e4861b7c6c1310f582,2007-11-16
BOS,MIA,BOS,MIA,52f2e1e4861b7c6c1310f583,2007-11-16
SAS,TOR,SAS,TOR,52f2e0dd861b7c6c1310f38b,2007-02-26
SEA,POR,SEA,POR,52f2e0de861b7c6c1310f38c,2007-02-26
UTA,LAL,LAL,UTA,52f2e0de861b7c6c1310f38d,2007-02-26
CLE,NOK,CLE,NOK,52f2e0df861b7c6c1310f38e,2007-02-27
IND,PHO,PHO,IND,52f2e0df861b7c6c1310f38f,2007-02-27
MIL,GSW,MIL,GSW,52f2e0e0861b7c6c1310f390,2007-02-27
MIN,DAL,DAL,MIN,52f2e0e1861b7c6c1310f391,2007-02-27
NJN,WAS,NJN,WAS,52f2e0e1861b7c6c1310f392,2007-02-27
BOS,NYK,BOS,NYK,52f2e0e2861b7c6c1310f393,2007-02-28
CHI,GSW,CHI,GSW,52f2e0e2861b7c6c1310f394,2007-02-28
DEN,ORL,DEN,ORL,52f2e0e3861b7c6c1310f395,2007-02-28
HOU,TOR,TOR,HOU,52f2e0e3861b7c6c1310f396,2007-02-28
LAC,SEA,LAC,SEA,52f2e0e4861b7c6c1310f397,2007-02-28
MEM,UTA,UTA,MEM,52f2e0e5861b7c6c1310f398,2007-02-28
NOK,ATL,NOK,ATL,52f2e0e5861b7c6c1310f399,2007-02-28
PHI,PHO,PHI,PHO,52f2e0e6861b7c6c1310f39a,2007-02-28
SAC,CHA,SAC,CHA,52f2e0e6861b7c6c1310f39b,2007-02-28
WAS,MIA,MIA,WAS,52f2e0e7861b7c6c1310f39c,2007-02-28
DAL,CLE,DAL,CLE,52f2e0e8861b7c6c1310f39d,2007-03-01
POR,CHA,POR,CHA,52f2e0e8861b7c6c1310f39e,2007-03-01
SEA,LAC,SEA,LAC,52f2e0e9861b7c6c1310f39f,2007-03-01
CHI,NOK,CHI,NOK,52f2e0e9861b7c6c1310f3a0,2007-03-02
DEN,HOU,HOU,DEN,52f2e0ea861b7c6c1310f3a1,2007-03-02
